paper_id,problem_id,image_id,ocr_id,total_score,score,sqrt_sqrt_essay_length_delstops,num_word_len_12,text_coherence,num_word_len_8_9,total_num_clause,avg_pronoun,avg_noun,total_len_clause,mean_len_clause,num_word_len_4_5,essay_total_character,mean_word_length,word_dictionary_size_delstops,num_sentence_len_5_9,dictionary_length_nonstops_ratio,mean_sentence_length,avg_modal,num_word_len_6_7,word_dictionary_nonstops_ratio,mean_num_clause,avg_verb,variance_word_length,avg_adverb,num_word_len_10_11,avg_comma,essay_length_hasstops,avg_conjunction,word_dictionary_size_hasstops,variance_sentence_length,dictionary_length_hasstops_ratio,avg_preposition,essay_length_delstops,essay_length_nonstops_ratio,num_sentence_len_10_14,num_error_word,sentence_num,avg_tree_height,num_sentence_len_20_24,avg_leaf_depth,num_sentence_len_25,num_sentence_len_15_19,avg_adjective,numLanguageTool,lsa_global,lsa_local,flesch_kincaid_grade_level2,coreference_cohesion_noun_local,coreference_cohesion_argument_local,coreference_cohesion_stem_local,coreference_cohesion_noun_global,coreference_cohesion_argument_global,coreference_cohesion_stem_global,min_word_length,min_sentence_length,definite_article_frequenct_error,median_sentence_length,num_preposition,num_noun,num_pronoun,noun_PRP_ratio,max_sentence_length,num_adverb,max_word_length,num_modal,median_word_length,preposition_frequency_error,std_word_length,num_conjunction,num_adjective,std_sentence_length,num_comma,num_verb,coreference_noun_local,coreference_argument_local,coreference_stem_local,coreference_noun_global,coreference_argument_global,coreference_stem_global,because_num,causal_connectives_num_high,causal_connectives_num_low,causal_connectives_prop_high,causal_connectives_prop_low,all_connectives_num,contrastive_connectives_num_high,contrastive_connectives_num_low,contrastive_connectives_prop_high,contrastive_connectives_prop_low,addictive_connectives_num_high,addictive_connectives_num_low,addictive_connectives_prop_high,addictive_connectives_prop_low,temporal_connectives_num_high,temporal_connectives_num_low,temporal_connectives_prop_high,temporal_connectives_prop_low
5a290d7895da2671c3363dde,59a54283f4fe932d00c74fa5,468da02deb3fae39b2b47cb0ab130be8.jpg,1721,15.0,3,1.96798967126543,0,.10565164002664,5,3,1,2.66666666666667,32,10.6666666666667,9,169,4.125,14,1,.933333333333333,10.6666666666667,0,2,.518518518518518,1,1.33333333333333,4.984375,1,0,0,32,.333333333333333,27,13.5555555555556,.84375,1.66666666666667,15,.46875,1,4,3,9.36205066678972,0,64.8715333856306,0,1,1,3,0.004233707984288533,0.0063505619764328,5.910000000000004,0,0,.5,0,0,.166666667,2,6,.02875,11,5,8,3,8,15,3,9,0,3.5,.02415,2.23257138743647,1,3,3.68178700572909,0,4,0,0,0.5,0,0,0.16666666666666666,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
59f83dec95da262f9b3b0200,59f33e28f2cd0c6859b9a494,db3102bd5607036b9bd36485647409f4.jpg,5364,15.0,6,2.48282379619839,0,.284009501111386,1,15,1.36363636363636,1.45454545454545,90,8.18181818181818,31,419,3.53333333333333,30,7,.789473684210526,8.18181818181818,.636363636363636,8,.6,1.36363636363636,1.27272727272727,2.62666666666667,.636363636363636,1,0,90,.545454545454545,50,9.05785123966942,.555555555555556,.818181818181818,38,.422222222222222,3,0,11,9.35582052086602,0,64.7373705679322,0,1,.636363636363636,7,0.036728724402597765,0.10734648890793323,1.4009090909090922,.2,1,1,.020616883,.185588023,.191800144,1,5,.00944444444444445,7,9,16,15,16,15,7,11,7,3,.0321,1.62069943748576,6,7,3.00962642859034,0,14,0.2,1,1,0.020616883116883117,0.18558802308802308,0.19180014430014425,0,0,0,0,0,7,0,2,0,2,0,5,0,5,0,0,0,0
59f83ecc0d7920759569d7d2,59f3f52cf2cd0ca6679e38fa,1a0b57c67e10cf017ab56089bd593966.jpg,582,15,12,2.71080601082953,0,.18112728240975,3,20,1.76923076923077,1.61538461538462,117,9,52,684,4.14503816793893,42,7,.777777777777778,10.0769230769231,.461538461538462,19,.575342465753425,1.53846153846154,2.30769230769231,3.07056698327603,1.15384615384615,2,.384615384615385,131,.538461538461538,73,23.1479289940828,.557251908396947,1.23076923076923,54,.412213740458015,3,2,13,9.36765838805532,1,64.7961407241645,0,2,.846153846153846,2,0.04874403519016386,0.04247317634872161,3.11282442748092,.166666667,.583333333,.583333333,.035801005,.108661709,.128437072,1,5,.065,8,16,21,23,21,21,15,11,6,4,.00996259541984733,1.75230333654765,7,11,4.81122946803443,5,30,0.16666666666666666,0.5833333333333334,0.5833333333333334,0.03580100455100455,0.10866170866170866,0.12843707218707218,0,0,1,0,1,18,0,2,0,2,0,7,0,7,1,7,1,7
5a20ffac0d79206fe70dbdbe,5a1fe768f2cd0c6dfa5abf9f,48e0ea1ceb7712164449d27433f45559.jpg,1791,15,12,2.39678172692843,0,.357483815787387,3,13,.4,2.3,74,7.4,30,365,3.55128205128205,28,7,.848484848484849,7.8,.4,5,.56,1.3,1.8,3.96531886916503,.6,1,.3,78,0,50,12.56,.641025641025641,1.4,33,.423076923076923,1,1,10,9.36165695093232,0,64.7330811102961,0,1,.3,6,0.029704866770447955,0.0890905037522316,2.371487179487179,.888888889,.888888889,.888888889,.163809524,.167883598,.179920635,1,4,.0265384615384615,7,14,23,4,23,17,6,10,4,3.5,.0473871794871795,1.99131084192424,0,3,3.54400902933387,3,18,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.16380952380952382,0.1678835978835979,0.17992063492063493,0,0,1,0,1,4,0,1,0,1,0,1,0,1,0,1,0,1
5a17c9120d7920a316f05b06,5a13d171f2cd0c526dde04b4,2a4778b477af62fa39b15db56cbbb1c6.jpg,994,15,10,2.69816787640809,1,.0967943253800778,2,14,1,1.30769230769231,88,6.76923076923077,33,575,4.12,43,8,.811320754716981,7.69230769230769,0,15,.651515151515151,1.07692307692308,1.84615384615385,4.0656,.307692307692308,2,.230769230769231,100,.230769230769231,66,12.2130177514793,.66,1.38461538461538,53,.53,2,6,13,9.37955725281938,0,65.0181991765619,0,1,1,2,0.016338505194974404,0.013370614207815379,2.354705882352942,0,.214285714,.357142857,.007496221,.03862422,.069979095,1,4,.045,7,18,17,13,17,16,4,12,0,4,.0479,2.01633330578057,3,13,3.49471282818478,3,24,0,0.1875,0.25,0.00566196466931761,0.028861793843411494,0.04990061001090413,0,0,1,0,1,10,0,0,0,0,0,4,0,4,0,5,0,5
59f686990d79204d59482c18,59f4ba16f2cd0c73bdc3c472,1806b09cd61bf047a0240bc753baced7.jpg,527,15,4,2.30032663379121,0,.126556068647905,4,8,.666666666666667,1.44444444444444,41,4.55555555555556,16,262,4.22916666666667,19,4,.678571428571429,5.33333333333333,0,9,.612903225806452,.888888888888889,.888888888888889,3.96831597222223,.666666666666667,0,.111111111111111,48,0,31,5.11111111111111,.645833333333333,.777777777777778,28,.583333333333333,1,1,9,9.36589425169632,0,64.8428370247087,0,0,.333333333333333,8,0.08341663220188719,0.08732782012452844,2.1091666666666704,0,.25,.375,.010416667,.052083333,.069444444,1,3,.0233333333333333,5,7,13,6,13,11,6,9,0,4,.0137333333333333,1.99206324503572,0,3,2.26077666104176,1,8,0,0.25,0.375,0.010416666666666666,0.052083333333333336,0.06944444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5a20ffac0d79206fe70dbdbe,5a1fe768f2cd0c6dfa5abf9f,aba25cae75a64b098d668fa1ed6827f8.jpg,4221,15,12,2.68534961428265,0,.254643150502401,5,21,.384615384615385,2.53846153846154,123,9.46153846153846,47,596,3.56,43,5,.826923076923077,9.61538461538462,.384615384615385,10,.597222222222222,1.61538461538462,2.53846153846154,3.7664,.846153846153846,1,.461538461538462,125,.0769230769230769,72,20.2366863905325,.576,1.61538461538462,52,.416,4,4,13,9.36750088121255,0,64.8533427329339,0,2,.384615384615385,7,0.0338702669167625,0.048972172590975575,1.9510052910052913,.615384615,.615384615,.692307692,.087046485,.087656986,.109957899,1,2,.017,8,21,33,5,33,18,11,10,5,4,.0359,1.94072151531331,1,5,4.49852046683491,6,33,0.6153846153846154,0.6153846153846154,0.6923076923076923,0.087046485260771,0.0876569858712716,0.10995789924361352,8,0,3,0,3,7,0,1,0,1,0,1,0,1,0,2,0,2
5a0da8aa95da2611d9709fec,5a0d4814f2cd0c0fcfc637a8,ae4daaa8a49236090805d0c849d48d0f.jpg,4280,15,11,2.77148800247604,0,.118315122934107,5,10,.615384615384615,2.23076923076923,79,6.07692307692308,28,566,3.88288288288288,47,3,.796610169491525,8.53846153846154,0,21,.701492537313433,.769230769230769,1.53846153846154,3.70700430159889,.384615384615385,0,.230769230769231,111,.153846153846154,67,28.2485207100592,.603603603603604,1.69230769230769,59,.531531531531532,3,3,13,9.36181108762803,0,64.7363843277516,0,2,.923076923076923,1,0.02641122117049049,0.016275806274885934,2.6172372372372372,.166666667,.25,.666666667,.03094475,.045428877,.11519129,1,2,.0250900900900901,8,22,29,8,29,18,5,9,0,3,.0660981981981982,1.92535822682401,2,12,5.31493374465375,3,20,0.16666666666666666,0.25,0.6666666666666666,0.030944749694749696,0.04542887667887668,0.11519129019129018,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,1,0,1
5a20ffac0d79206fe70dbdbe,5a1fe768f2cd0c6dfa5abf9f,706ca5b3e71b3ca058cf0959cadb143e.jpg,2743,15,14,2.54572989502183,0,.175528030996781,4,13,.5,2.5,96,9.6,32,459,3.56122448979592,31,4,.738095238095238,9.8,.3,6,.53448275862069,1.3,2.5,4.20543523531862,.4,2,.2,98,.5,58,29.36,.591836734693878,1.6,42,.428571428571429,2,1,10,9.36079602793364,1,64.7023775885036,0,1,.5,4,0.040593752451241014,0.06028040281186501,2.5617959183673484,.333333333,.333333333,.777777778,.070013228,.071865079,.133452381,1,2,.0139795918367347,9,16,25,5,25,21,4,11,3,3,.031165306122449,2.05071578608997,5,5,5.41848687365763,2,25,0.3333333333333333,0.3333333333333333,0.7777777777777778,0.0700132275132275,0.07186507936507937,0.133452380952381,4,0,1,0,1,6,0,1,0,1,0,4,0,4,0,0,0,0
5a290d7895da2671c3363dde,59a54283f4fe932d00c74fa5,7ca163af47c2327c38a4978dd2c6f8bc.jpg,3062,15.0,13,2.57550957690139,0,.306288435113955,11,7,1.42857142857143,4,81,11.5714285714286,26,477,4.02173913043478,34,2,.772727272727273,13.1428571428571,.571428571428571,9,.618181818181818,1,1.57142857142857,4.1734404536862,1.28571428571429,0,.571428571428571,92,.714285714285714,55,27.265306122449,.597826086956522,1.85714285714286,44,.478260869565217,3,3,7,9.34316630168749,1,64.803555326549,0,1,.571428571428571,1,0.029938088375188056,0.05049411952495575,6.191656314699795,.666666667,.666666667,.833333333,.163492063,.171428571,.226984127,1,6,.000217391304347822,13,13,28,10,28,24,9,9,4,3.5,.00920434782608695,2.0429000106922,5,4,5.22161910928488,4,11,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.1634920634920635,0.1714285714285714,0.22698412698412698,0,0,1,0,1,11,0,1,0,1,0,5,0,5,2,2,2,2
